"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264"
"a.1151",0,0,0,0,0,11,15,9,10,0,0,0,0,0,0,0,12,32,34,10,0,0,0,0,0,0,0,9,30,28,12,0,0,0,0,0,0,0,11,22,22,11,0,0,0,0,0,0,0,10,18,20,11,0,0,0,0,0,0,0,9,18,22,11,0,0,0,0,0,0,0,11,22,33,10,0,0,0,0,0,0,0,9,23,40,16,0,0,0,0,0,0,0,12,32,75,17,0,0,0,0,0,0,0,11,28,58,16,0,0,0,0,0,0,0,11,23,55,17,0,0,0,0,0,0,0,10,23,49,14,0,0,0,0,0,0,0,12,21,55,19,0,0,0,0,0,0,0,12,42,166,46,0,0,0,0,0,0,0,10,40,183,44,0,0,0,0,0,0,0,10,32,137,36,0,0,0,0,0,0,0,12,36,189,52,0,0,0,0,0,0,0,10,34,186,51,0,0,0,0,0,0,0,11,35,182,54,0,0,0,0,0,0,0,11,28,155,51,0,0,0,0,0,0,0,7,26,133,47,0,0,0,0,0,0,0,9,30,165,72,0,0,0,0,0,0,0,11,22,114,45,0,0,0,0,0,0,0,9,19,78,36,0,0
"a.1152",0,0,0,0,0,0,11,25,14,8,9,0,0,0,0,0,0,18,108,47,11,7,0,0,0,0,0,0,13,73,33,11,8,0,0,0,0,0,0,12,39,19,9,9,0,0,0,0,0,0,10,31,18,8,8,0,0,0,0,0,0,9,31,17,8,8,0,0,0,0,0,0,12,26,16,10,6,0,0,0,0,0,0,11,31,20,10,9,0,0,0,0,0,0,12,51,37,10,10,0,0,0,0,0,0,13,40,31,12,10,0,0,0,0,0,0,12,32,35,12,11,0,0,0,0,0,0,12,30,45,63,16,0,0,0,0,0,0,10,35,41,50,12,0,0,0,0,0,0,13,39,42,29,11,0,0,0,0,0,0,11,44,48,20,10,0,0,0,0,0,0,14,98,109,24,9,0,0,0,0,0,0,13,79,90,19,10,0,0,0,0,0,0,12,59,75,17,8,0,0,0,0,0,0,12,83,116,17,8,0,0,0,0,0,0,13,61,84,20,9,0,0,0,0,0,0,12,48,68,17,9,0,0,0,0,0,0,12,59,131,48,16,0,0,0,0,0,0,13,58,130,103,16,0,0,0,0,0,0,9,43,85,64,14
"a.1153",0,0,0,11,16,14,11,0,0,0,0,0,0,0,16,71,61,12,0,0,0,0,0,0,0,10,46,39,10,0,0,0,0,0,0,0,11,27,26,11,0,0,0,0,0,0,0,8,25,25,9,0,0,0,0,0,0,0,9,23,20,10,0,0,0,0,0,0,0,10,17,17,10,0,0,0,0,0,0,0,13,19,19,10,0,0,0,0,0,0,0,11,20,21,11,0,0,0,0,0,0,0,9,20,25,11,0,0,0,0,0,0,0,9,18,19,10,0,0,0,0,0,0,0,12,19,20,11,0,0,0,0,0,0,0,11,21,28,13,0,0,0,0,0,0,0,12,32,56,15,0,0,0,0,0,0,0,11,38,76,16,0,0,0,0,0,0,0,12,31,63,15,0,0,0,0,0,0,0,11,24,48,15,0,0,0,0,0,0,0,12,24,42,12,0,0,0,0,0,0,0,10,18,30,11,0,0,0,0,0,0,0,10,20,31,12,0,0,0,0,0,0,0,9,17,30,13,0,0,0,0,0,0,0,11,19,41,14,0,0,0,0,0,0,0,12,47,152,35,0,0,0,0,0,0,0,12,44,154,31,0,0,0,0
"a.1154",0,0,0,0,0,0,33,48,15,11,0,0,0,0,0,0,0,31,46,14,10,0,0,0,0,0,0,0,20,29,13,10,0,0,0,0,0,0,0,16,22,12,11,0,0,0,0,0,0,0,14,18,10,8,0,0,0,0,0,0,0,11,15,9,9,0,0,0,0,0,0,0,13,15,7,9,0,0,0,0,0,0,0,12,15,9,9,0,0,0,0,0,0,0,10,17,10,10,0,0,0,0,0,0,0,15,34,16,7,0,0,0,0,0,0,0,14,36,19,10,0,0,0,0,0,0,0,14,29,17,9,0,0,0,0,0,0,0,12,23,15,9,0,0,0,0,0,0,0,10,24,18,11,0,0,0,0,0,0,0,14,32,25,11,0,0,0,0,0,0,0,14,32,29,12,0,0,0,0,0,0,0,16,99,115,17,0,0,0,0,0,0,0,16,91,120,17,0,0,0,0,0,0,0,13,52,68,12,0,0,0,0,0,0,0,11,34,41,12,0,0,0,0,0,0,0,12,34,57,14,0,0,0,0,0,0,0,15,46,100,18,0,0,0,0,0,0,0,10,33,65,14,0,0,0,0,0,0,0,12,27,59,13,0
"a.1155",0,0,10,14,16,10,9,10,11,11,0,0,0,18,88,132,26,12,12,13,15,0,0,0,15,161,294,30,10,10,9,18,0,0,0,13,86,158,21,9,11,11,18,0,0,0,11,62,106,16,8,10,11,18,0,0,0,11,59,109,18,10,10,12,15,0,0,0,10,48,87,16,9,10,14,15,0,0,0,9,36,71,13,8,10,20,18,0,0,0,9,32,55,11,9,11,21,15,0,0,0,8,28,49,14,8,11,23,18,0,0,0,10,27,48,13,10,13,23,16,0,0,0,8,26,46,13,8,15,22,15,0,0,0,11,29,60,15,10,15,18,12,0,0,0,9,29,73,14,10,12,17,13,0,0,0,7,26,58,13,9,14,14,11,0,0,0,10,23,43,14,11,15,15,11,0,0,0,8,20,40,12,6,14,15,10,0,0,0,9,19,40,13,16,45,24,14,0,0,0,11,18,42,16,16,59,29,11,0,0,0,10,23,62,21,12,40,22,12,0,0,0,10,29,96,26,14,27,16,10,0,0,0,10,29,110,32,14,21,16,12,0,0,0,10,23,79,24,12,19,15,10,0,0,0,9,22,57,21,14,18,13,12,0
"a.1156",0,0,0,0,0,10,9,10,0,0,0,0,0,0,0,0,17,31,15,0,0,0,0,0,0,0,0,21,58,20,0,0,0,0,0,0,0,0,22,60,16,0,0,0,0,0,0,0,0,18,48,16,0,0,0,0,0,0,0,0,16,33,12,0,0,0,0,0,0,0,0,13,27,12,0,0,0,0,0,0,0,0,17,29,15,0,0,0,0,0,0,0,0,42,111,29,0,0,0,0,0,0,0,0,49,158,31,0,0,0,0,0,0,0,0,29,81,19,0,0,0,0,0,0,0,0,27,64,19,0,0,0,0,0,0,0,0,23,56,16,0,0,0,0,0,0,0,0,21,51,14,0,0,0,0,0,0,0,0,20,41,15,0,0,0,0,0,0,0,0,18,35,12,0,0,0,0,0,0,0,0,20,37,15,0,0,0,0,0,0,0,0,24,48,16,0,0,0,0,0,0,0,0,23,48,15,0,0,0,0,0,0,0,0,27,56,17,0,0,0,0,0,0,0,0,31,74,19,0,0,0,0,0,0,0,0,57,122,27,0,0,0,0,0,0,0,0,89,203,32,0,0,0,0,0,0,0,0,75,173,29,0,0,0
"a.1157",0,0,10,11,10,0,0,0,0,0,0,0,0,14,46,19,0,0,0,0,0,0,0,0,12,37,15,0,0,0,0,0,0,0,0,13,33,15,0,0,0,0,0,0,0,0,17,59,20,0,0,0,0,0,0,0,0,16,53,20,0,0,0,0,0,0,0,0,14,37,14,0,0,0,0,0,0,0,0,13,28,13,0,0,0,0,0,0,0,0,13,28,13,0,0,0,0,0,0,0,0,12,28,13,0,0,0,0,0,0,0,0,12,25,13,0,0,0,0,0,0,0,0,11,26,11,0,0,0,0,0,0,0,0,24,70,19,0,0,0,0,0,0,0,0,29,90,23,0,0,0,0,0,0,0,0,24,77,18,0,0,0,0,0,0,0,0,16,47,15,0,0,0,0,0,0,0,0,15,36,12,0,0,0,0,0,0,0,0,14,31,12,0,0,0,0,0,0,0,0,18,48,14,0,0,0,0,0,0,0,0,24,63,16,0,0,0,0,0,0,0,0,24,57,17,0,0,0,0,0,0,0,0,19,45,12,0,0,0,0,0,0,0,0,18,38,15,0,0,0,0,0,0,0,0,15,31,12,0,0,0,0,0,0
"a.1158",0,0,0,27,61,17,0,0,0,0,0,0,0,0,39,99,19,0,0,0,0,0,0,0,0,39,123,25,0,0,0,0,0,0,0,0,33,98,21,0,0,0,0,0,0,0,0,25,73,17,0,0,0,0,0,0,0,0,22,62,17,0,0,0,0,0,0,0,0,20,51,15,0,0,0,0,0,0,0,0,18,43,14,0,0,0,0,0,0,0,0,17,38,13,0,0,0,0,0,0,0,0,18,42,16,0,0,0,0,0,0,0,0,21,66,21,0,0,0,0,0,0,0,0,19,55,20,0,0,0,0,0,0,0,0,16,38,17,0,0,0,0,0,0,0,0,14,38,16,0,0,0,0,0,0,0,0,15,37,18,0,0,0,0,0,0,0,0,15,31,15,0,0,0,0,0,0,0,0,17,30,15,0,0,0,0,0,0,0,0,14,32,15,0,0,0,0,0,0,0,0,13,30,18,0,0,0,0,0,0,0,0,14,29,13,0,0,0,0,0,0,0,0,10,29,16,0,0,0,0,0,0,0,0,14,33,22,0,0,0,0,0,0,0,0,17,48,33,0,0,0,0,0,0,0,0,14,35,22,0,0,0,0,0
"a.1159",0,0,0,30,92,38,12,0,0,0,0,0,0,0,78,311,90,14,0,0,0,0,0,0,0,46,185,60,14,0,0,0,0,0,0,0,30,138,59,12,0,0,0,0,0,0,0,23,108,49,15,0,0,0,0,0,0,0,18,75,38,9,0,0,0,0,0,0,0,19,84,42,10,0,0,0,0,0,0,0,20,96,54,14,0,0,0,0,0,0,0,18,88,47,12,0,0,0,0,0,0,0,17,72,42,12,0,0,0,0,0,0,0,17,70,40,12,0,0,0,0,0,0,0,16,61,38,14,0,0,0,0,0,0,0,15,78,48,11,0,0,0,0,0,0,0,20,114,76,16,0,0,0,0,0,0,0,22,187,130,12,0,0,0,0,0,0,0,18,115,81,14,0,0,0,0,0,0,0,15,70,47,10,0,0,0,0,0,0,0,14,59,41,12,0,0,0,0,0,0,0,15,53,41,14,0,0,0,0,0,0,0,13,44,30,12,0,0,0,0,0,0,0,13,41,28,10,0,0,0,0,0,0,0,13,38,26,10,0,0,0,0,0,0,0,16,37,27,15,0,0,0,0,0,0,0,13,33,22,11,0,0,0,0
"a.1160",0,0,0,0,11,16,9,9,7,0,0,0,0,0,0,22,55,13,9,7,0,0,0,0,0,0,17,39,12,9,10,0,0,0,0,0,0,14,29,11,8,10,0,0,0,0,0,0,12,24,12,11,9,0,0,0,0,0,0,15,23,11,8,7,0,0,0,0,0,0,12,23,11,9,9,0,0,0,0,0,0,12,29,14,10,9,0,0,0,0,0,0,16,47,18,10,7,0,0,0,0,0,0,14,41,16,8,10,0,0,0,0,0,0,13,28,11,12,8,0,0,0,0,0,0,14,29,14,10,11,0,0,0,0,0,0,11,29,14,10,9,0,0,0,0,0,0,13,27,13,11,9,0,0,0,0,0,0,14,45,20,9,8,0,0,0,0,0,0,16,78,34,10,9,0,0,0,0,0,0,13,54,24,12,8,0,0,0,0,0,0,15,49,31,17,11,0,0,0,0,0,0,14,53,40,25,10,0,0,0,0,0,0,15,68,45,23,11,0,0,0,0,0,0,15,67,45,27,15,0,0,0,0,0,0,19,102,74,52,24,0,0,0,0,0,0,19,115,81,38,18,0,0,0,0,0,0,16,94,62,23,13,0,0
"a.1161",0,0,0,12,31,20,0,0,0,0,0,0,0,0,13,64,35,0,0,0,0,0,0,0,0,12,38,24,0,0,0,0,0,0,0,0,10,30,20,0,0,0,0,0,0,0,0,13,35,22,0,0,0,0,0,0,0,0,12,33,20,0,0,0,0,0,0,0,0,11,38,23,0,0,0,0,0,0,0,0,11,40,24,0,0,0,0,0,0,0,0,10,34,19,0,0,0,0,0,0,0,0,12,33,20,0,0,0,0,0,0,0,0,11,30,19,0,0,0,0,0,0,0,0,10,38,21,0,0,0,0,0,0,0,0,11,44,25,0,0,0,0,0,0,0,0,13,60,31,0,0,0,0,0,0,0,0,11,50,27,0,0,0,0,0,0,0,0,10,37,22,0,0,0,0,0,0,0,0,11,40,23,0,0,0,0,0,0,0,0,12,53,27,0,0,0,0,0,0,0,0,14,66,32,0,0,0,0,0,0,0,0,14,72,32,0,0,0,0,0,0,0,0,13,59,28,0,0,0,0,0,0,0,0,12,46,25,0,0,0,0,0,0,0,0,13,38,22,0,0,0,0,0,0,0,0,12,30,20,0,0,0,0,0
"a.1162",0,0,0,0,0,15,41,17,11,9,0,0,0,0,0,0,19,72,27,11,12,0,0,0,0,0,0,14,69,30,11,10,0,0,0,0,0,0,16,60,32,11,11,0,0,0,0,0,0,14,51,30,11,11,0,0,0,0,0,0,11,38,30,12,8,0,0,0,0,0,0,12,33,29,12,12,0,0,0,0,0,0,11,27,28,11,10,0,0,0,0,0,0,12,25,28,13,9,0,0,0,0,0,0,12,26,46,16,10,0,0,0,0,0,0,11,36,113,34,11,0,0,0,0,0,0,9,31,116,33,10,0,0,0,0,0,0,9,25,65,21,10,0,0,0,0,0,0,10,22,59,30,13,0,0,0,0,0,0,11,21,83,57,13,0,0,0,0,0,0,12,22,111,120,20,0,0,0,0,0,0,7,22,120,159,22,0,0,0,0,0,0,11,18,83,103,16,0,0,0,0,0,0,10,16,55,66,14,0,0,0,0,0,0,9,16,49,69,15,0,0,0,0,0,0,10,17,40,56,15,0,0,0,0,0,0,10,15,43,79,23,0,0,0,0,0,0,10,18,46,131,39,0,0,0,0,0,0,11,14,38,119,33,0
"a.1163",0,0,0,10,12,12,9,0,0,0,0,0,0,0,10,10,9,10,0,0,0,0,0,0,0,11,8,9,10,0,0,0,0,0,0,0,10,16,12,9,0,0,0,0,0,0,0,10,30,25,10,0,0,0,0,0,0,0,11,19,18,9,0,0,0,0,0,0,0,11,17,15,9,0,0,0,0,0,0,0,9,13,13,6,0,0,0,0,0,0,0,10,17,17,10,0,0,0,0,0,0,0,11,56,75,14,0,0,0,0,0,0,0,12,45,60,12,0,0,0,0,0,0,0,11,27,37,13,0,0,0,0,0,0,0,10,22,30,9,0,0,0,0,0,0,0,3,19,36,7,0,0,0,0,0,0,0,5,45,101,13,0,0,0,0,0,0,0,9,55,148,20,0,0,0,0,0,0,0,9,51,134,21,0,0,0,0,0,0,0,12,37,95,19,0,0,0,0,0,0,0,13,30,66,19,0,0,0,0,0,0,0,14,25,56,16,0,0,0,0,0,0,0,13,28,70,22,0,0,0,0,0,0,0,14,31,84,23,0,0,0,0,0,0,0,14,28,70,21,0,0,0,0,0,0,0,14,23,53,17,0,0,0,0
"a.1164",0,0,0,11,11,11,10,0,0,0,0,0,0,0,42,195,60,14,0,0,0,0,0,0,0,35,176,53,13,0,0,0,0,0,0,0,24,99,34,12,0,0,0,0,0,0,0,18,72,28,11,0,0,0,0,0,0,0,18,49,23,11,0,0,0,0,0,0,0,16,48,27,12,0,0,0,0,0,0,0,16,53,32,11,0,0,0,0,0,0,0,16,49,32,12,0,0,0,0,0,0,0,14,44,29,11,0,0,0,0,0,0,0,14,34,27,12,0,0,0,0,0,0,0,13,32,23,12,0,0,0,0,0,0,0,12,31,27,12,0,0,0,0,0,0,0,12,26,23,9,0,0,0,0,0,0,0,12,26,26,12,0,0,0,0,0,0,0,11,26,31,13,0,0,0,0,0,0,0,11,22,27,13,0,0,0,0,0,0,0,11,21,28,13,0,0,0,0,0,0,0,12,22,39,15,0,0,0,0,0,0,0,10,26,60,21,0,0,0,0,0,0,0,12,33,113,39,0,0,0,0,0,0,0,10,26,76,26,0,0,0,0,0,0,0,12,21,62,25,0,0,0,0,0,0,0,14,21,48,23,0,0,0,0
"a.1165",0,0,0,12,14,10,7,0,0,0,0,0,0,0,21,82,24,10,0,0,0,0,0,0,0,17,67,21,10,0,0,0,0,0,0,0,23,96,35,10,0,0,0,0,0,0,0,17,75,29,11,0,0,0,0,0,0,0,14,43,23,11,0,0,0,0,0,0,0,15,37,20,9,0,0,0,0,0,0,0,14,43,22,12,0,0,0,0,0,0,0,17,58,34,13,0,0,0,0,0,0,0,14,49,29,11,0,0,0,0,0,0,0,13,38,22,10,0,0,0,0,0,0,0,13,33,22,13,0,0,0,0,0,0,0,13,26,19,12,0,0,0,0,0,0,0,14,29,24,12,0,0,0,0,0,0,0,12,38,33,10,0,0,0,0,0,0,0,12,44,44,15,0,0,0,0,0,0,0,12,35,34,12,0,0,0,0,0,0,0,11,29,25,11,0,0,0,0,0,0,0,14,23,23,12,0,0,0,0,0,0,0,10,24,22,9,0,0,0,0,0,0,0,10,23,26,10,0,0,0,0,0,0,0,12,21,22,15,0,0,0,0,0,0,0,11,19,21,11,0,0,0,0,0,0,0,10,16,19,9,0,0,0,0
"a.1166",0,9,11,8,10,0,0,0,0,0,0,0,14,55,35,12,0,0,0,0,0,0,0,13,59,36,10,0,0,0,0,0,0,0,58,361,163,25,0,0,0,0,0,0,0,44,389,163,18,0,0,0,0,0,0,0,27,202,94,14,0,0,0,0,0,0,0,21,121,62,14,0,0,0,0,0,0,0,16,85,45,11,0,0,0,0,0,0,0,16,87,52,13,0,0,0,0,0,0,0,15,81,53,12,0,0,0,0,0,0,0,16,72,46,10,0,0,0,0,0,0,0,16,60,40,11,0,0,0,0,0,0,0,12,54,36,12,0,0,0,0,0,0,0,14,50,35,10,0,0,0,0,0,0,0,13,43,28,10,0,0,0,0,0,0,0,15,48,41,12,0,0,0,0,0,0,0,13,49,38,13,0,0,0,0,0,0,0,15,38,32,14,0,0,0,0,0,0,0,12,34,31,10,0,0,0,0,0,0,0,12,36,32,11,0,0,0,0,0,0,0,12,29,28,10,0,0,0,0,0,0,0,12,33,27,12,0,0,0,0,0,0,0,11,28,25,10,0,0,0,0,0,0,0,13,28,31,12,0,0,0,0,0,0
"a.1167",0,0,0,0,0,14,48,30,12,6,0,0,0,0,0,0,13,59,35,12,9,0,0,0,0,0,0,12,34,23,10,10,0,0,0,0,0,0,11,26,22,11,10,0,0,0,0,0,0,9,23,22,10,9,0,0,0,0,0,0,11,24,26,12,10,0,0,0,0,0,0,15,42,109,28,11,0,0,0,0,0,0,11,56,180,37,10,0,0,0,0,0,0,11,34,93,22,10,0,0,0,0,0,0,10,26,54,18,10,0,0,0,0,0,0,9,22,47,15,8,0,0,0,0,0,0,12,22,43,15,10,0,0,0,0,0,0,11,27,86,29,12,0,0,0,0,0,0,12,40,181,66,16,0,0,0,0,0,0,14,43,282,111,14,0,0,0,0,0,0,12,32,191,75,13,0,0,0,0,0,0,13,24,120,54,11,0,0,0,0,0,0,11,28,144,99,17,0,0,0,0,0,0,9,25,160,125,16,0,0,0,0,0,0,11,19,105,77,13,0,0,0,0,0,0,10,17,78,56,12,0,0,0,0,0,0,11,18,64,48,14,0,0,0,0,0,0,12,16,59,54,13,0,0,0,0,0,0,10,17,51,44,13,0
"a.1168",0,0,0,0,0,17,44,20,11,0,0,0,0,0,0,0,90,641,166,19,0,0,0,0,0,0,0,62,502,120,15,0,0,0,0,0,0,0,36,264,62,10,0,0,0,0,0,0,0,28,173,42,10,0,0,0,0,0,0,0,24,151,38,11,0,0,0,0,0,0,0,20,116,32,11,0,0,0,0,0,0,0,21,101,28,11,0,0,0,0,0,0,0,17,95,29,11,0,0,0,0,0,0,0,20,102,28,11,0,0,0,0,0,0,0,23,104,27,10,0,0,0,0,0,0,0,20,102,28,7,0,0,0,0,0,0,0,20,95,26,11,0,0,0,0,0,0,0,19,91,23,10,0,0,0,0,0,0,0,16,74,19,8,0,0,0,0,0,0,0,18,80,21,9,0,0,0,0,0,0,0,19,82,21,9,0,0,0,0,0,0,0,20,79,21,6,0,0,0,0,0,0,0,24,111,25,8,0,0,0,0,0,0,0,20,99,22,8,0,0,0,0,0,0,0,20,79,20,8,0,0,0,0,0,0,0,23,88,19,11,0,0,0,0,0,0,0,26,105,26,10,0,0,0,0,0,0,0,22,84,21,12,0,0
"a.1169",0,0,0,11,12,13,0,0,0,0,0,0,0,0,12,34,25,0,0,0,0,0,0,0,0,13,69,51,0,0,0,0,0,0,0,0,10,49,35,0,0,0,0,0,0,0,0,9,36,26,0,0,0,0,0,0,0,0,11,28,23,0,0,0,0,0,0,0,0,11,23,18,0,0,0,0,0,0,0,0,9,21,16,0,0,0,0,0,0,0,0,9,32,25,0,0,0,0,0,0,0,0,11,31,25,0,0,0,0,0,0,0,0,9,33,28,0,0,0,0,0,0,0,0,10,31,27,0,0,0,0,0,0,0,0,12,37,29,0,0,0,0,0,0,0,0,12,46,31,0,0,0,0,0,0,0,0,10,32,23,0,0,0,0,0,0,0,0,11,30,25,0,0,0,0,0,0,0,0,16,90,57,0,0,0,0,0,0,0,0,16,98,66,0,0,0,0,0,0,0,0,14,74,47,0,0,0,0,0,0,0,0,11,47,33,0,0,0,0,0,0,0,0,10,38,27,0,0,0,0,0,0,0,0,13,32,28,0,0,0,0,0,0,0,0,12,28,22,0,0,0,0,0,0,0,0,11,28,20,0,0,0,0,0
"a.1170",0,0,0,0,0,34,171,88,18,0,0,0,0,0,0,0,47,473,200,16,0,0,0,0,0,0,0,23,235,100,13,0,0,0,0,0,0,0,17,134,60,10,0,0,0,0,0,0,0,16,113,55,12,0,0,0,0,0,0,0,15,104,58,13,0,0,0,0,0,0,0,15,99,64,10,0,0,0,0,0,0,0,14,84,51,11,0,0,0,0,0,0,0,13,68,42,10,0,0,0,0,0,0,0,13,61,38,10,0,0,0,0,0,0,0,13,56,34,9,0,0,0,0,0,0,0,11,52,32,10,0,0,0,0,0,0,0,12,64,54,12,0,0,0,0,0,0,0,15,82,95,14,0,0,0,0,0,0,0,13,69,74,13,0,0,0,0,0,0,0,11,53,52,11,0,0,0,0,0,0,0,13,47,45,13,0,0,0,0,0,0,0,12,46,48,12,0,0,0,0,0,0,0,14,59,86,16,0,0,0,0,0,0,0,11,54,80,14,0,0,0,0,0,0,0,10,41,55,12,0,0,0,0,0,0,0,12,38,54,12,0,0,0,0,0,0,0,10,36,44,13,0,0,0,0,0,0,0,10,30,37,10,0,0
"a.1171",0,10,14,25,10,0,0,0,0,0,0,0,10,20,64,21,0,0,0,0,0,0,0,9,15,45,14,0,0,0,0,0,0,0,12,14,40,12,0,0,0,0,0,0,0,7,13,31,12,0,0,0,0,0,0,0,10,21,43,16,0,0,0,0,0,0,0,12,25,68,17,0,0,0,0,0,0,0,11,21,62,17,0,0,0,0,0,0,0,16,35,60,15,0,0,0,0,0,0,0,42,244,172,27,0,0,0,0,0,0,0,39,427,275,29,0,0,0,0,0,0,0,29,299,204,25,0,0,0,0,0,0,0,17,187,146,19,0,0,0,0,0,0,0,18,124,101,18,0,0,0,0,0,0,0,17,92,79,15,0,0,0,0,0,0,0,16,78,72,17,0,0,0,0,0,0,0,14,70,67,15,0,0,0,0,0,0,0,15,73,81,14,0,0,0,0,0,0,0,14,66,78,14,0,0,0,0,0,0,0,13,54,57,12,0,0,0,0,0,0,0,12,44,47,10,0,0,0,0,0,0,0,12,42,45,13,0,0,0,0,0,0,0,14,44,46,12,0,0,0,0,0,0,0,16,94,134,23,0,0,0,0,0,0
"a.1172",0,0,0,0,7,10,15,9,0,0,0,0,0,0,0,8,17,65,20,0,0,0,0,0,0,0,7,17,48,15,0,0,0,0,0,0,0,7,14,36,14,0,0,0,0,0,0,0,9,14,30,13,0,0,0,0,0,0,0,9,12,25,13,0,0,0,0,0,0,0,8,12,23,11,0,0,0,0,0,0,0,10,14,30,14,0,0,0,0,0,0,0,10,15,31,11,0,0,0,0,0,0,0,9,14,20,14,0,0,0,0,0,0,0,7,16,28,13,0,0,0,0,0,0,0,9,15,26,13,0,0,0,0,0,0,0,12,15,25,13,0,0,0,0,0,0,0,10,17,30,14,0,0,0,0,0,0,0,11,19,37,16,0,0,0,0,0,0,0,9,20,34,15,0,0,0,0,0,0,0,14,23,43,16,0,0,0,0,0,0,0,11,21,37,14,0,0,0,0,0,0,0,11,19,29,13,0,0,0,0,0,0,0,12,17,27,12,0,0,0,0,0,0,0,15,22,31,18,0,0,0,0,0,0,0,17,22,32,17,0,0,0,0,0,0,0,15,20,27,16,0,0,0,0,0,0,0,10,17,21,13,0,0,0
"a.1173",0,0,0,0,0,11,10,10,11,10,0,0,0,0,0,0,18,110,64,13,11,0,0,0,0,0,0,17,118,72,14,9,0,0,0,0,0,0,12,61,41,11,11,0,0,0,0,0,0,11,37,25,10,8,0,0,0,0,0,0,10,29,25,10,10,0,0,0,0,0,0,10,30,27,9,7,0,0,0,0,0,0,12,26,30,12,10,0,0,0,0,0,0,9,26,30,11,7,0,0,0,0,0,0,8,24,39,12,8,0,0,0,0,0,0,10,22,32,10,9,0,0,0,0,0,0,9,25,42,15,9,0,0,0,0,0,0,13,21,40,15,10,0,0,0,0,0,0,11,21,39,16,12,0,0,0,0,0,0,10,20,30,16,8,0,0,0,0,0,0,11,15,32,14,9,0,0,0,0,0,0,9,17,30,16,8,0,0,0,0,0,0,10,18,59,91,23,0,0,0,0,0,0,9,17,79,221,40,0,0,0,0,0,0,10,13,47,121,24,0,0,0,0,0,0,9,14,37,65,17,0,0,0,0,0,0,8,15,28,47,14,0,0,0,0,0,0,12,14,50,83,19,0,0,0,0,0,0,11,16,53,97,18,0
"a.1174",0,0,10,11,9,0,0,0,0,0,0,0,0,12,43,22,0,0,0,0,0,0,0,0,14,58,26,0,0,0,0,0,0,0,0,16,79,35,0,0,0,0,0,0,0,0,13,52,26,0,0,0,0,0,0,0,0,10,41,19,0,0,0,0,0,0,0,0,10,54,28,0,0,0,0,0,0,0,0,11,37,19,0,0,0,0,0,0,0,0,10,28,14,0,0,0,0,0,0,0,0,7,21,14,0,0,0,0,0,0,0,0,11,21,15,0,0,0,0,0,0,0,0,9,23,17,0,0,0,0,0,0,0,0,13,21,13,0,0,0,0,0,0,0,0,10,19,13,0,0,0,0,0,0,0,0,11,17,13,0,0,0,0,0,0,0,0,10,16,12,0,0,0,0,0,0,0,0,11,15,13,0,0,0,0,0,0,0,0,10,14,10,0,0,0,0,0,0,0,0,10,14,10,0,0,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,0,0,9,14,12,0,0,0,0,0,0,0,0,10,13,12,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,10,13,12,0,0,0,0,0,0
